,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.30956999999999996,-0.36707,0.45545,-0.20083,-0.73992,-0.80885,1.0,-1.1625092009364548,-0.8004740857923468,-0.4847181505962757,-0.8827964529758044,-0.2706286975991515,-0.3451382573877783,-0.26138199662975076,-0.2560976161810538,-0.19432055713894195,-0.2010986921196094,-0.20727424501483227,-0.3142575604838745
1,0.30956999999999996,0.3592,-0.11610999999999999,-0.038361,0.16625,-0.80885,1.0,-1.1625092009364548,-0.8059532204451146,-0.6101253559934521,-0.9183376397774298,-0.6111174193117885,-0.3451382573877783,-0.26138199662975076,-0.21837007162946473,-0.21591364692078907,-0.19801009249789261,-0.11333444932019361,-0.3142575604838745
2,-0.8629100000000001,-0.9977799999999999,-0.89551,-1.2251,-0.5586800000000001,-0.26592,1.0,-0.31740885836855187,0.02471557343194145,-0.10032114866629468,0.45296603444167727,-0.4247846730848381,-1.0013793264188346,-0.6633266634008184,-0.6277998972500395,-0.3770225786413937,-0.9040258982317968,-0.15437205866548356,-0.04802455951346967
3,-0.8629100000000001,-0.69198,-0.42787,-0.56226,-0.15997,1.0914,1.0,-0.31740885836855187,-0.4706224221754766,-0.5004702314598023,-0.6305549508716412,-0.6124592605627424,0.2586853435654546,-0.6633266634008184,-0.3671031853378179,-0.2331730124691472,-0.26624188109260355,-0.11532673282700902,0.6399301496562528
4,-0.8629100000000001,-0.92133,-0.63571,-1.251,-0.41368999999999995,0.8199299999999999,1.0,-0.31740885836855187,-0.1159268995746026,-0.35753973480980383,0.5116182643336376,-0.517126935970405,-0.3248424552996011,-0.6633266634008184,-0.5445968150877756,-0.27332249597847386,-0.949758547885595,-0.1306219269282121,0.24932657325319993
5,-0.8629100000000001,-0.92133,-0.9994299999999999,-1.3864,-0.41368999999999995,0.54847,1.0,-0.31740885836855187,-0.1159268995746026,0.027005763894089995,0.8382145566604764,-0.517126935970405,-0.7425986910391195,-0.6633266634008184,-0.5445968150877756,-0.4400083506627152,-1.2212314270819171,-0.1306219269282121,0.04785006969554765
6,-0.8629100000000001,-0.5199699999999999,-0.42787,-0.10311,0.63746,0.8199299999999999,1.0,-0.31740885836855187,-0.6704601738688771,-0.5004702314598023,-0.9099600889243308,-0.36306424892074485,-0.3248424552996011,-0.6633266634008184,-0.2919820808722375,-0.2331730124691472,-0.1984093517565912,-0.05499227927805512,0.24932657325319993
7,-0.8629100000000001,-0.77799,-0.24600999999999998,-0.8824799999999999,-0.5586800000000001,-1.3518,1.0,-0.31740885836855187,-0.3494241146248424,-0.5797103945854613,-0.20744354364885045,-0.4247846730848381,0.9741761052020321,-0.6633266634008184,-0.4220564807278618,-0.2189091611411137,-0.4618813447291279,-0.15437205866548356,-1.3267870201069702
8,0.30956999999999996,0.0534,-0.42787,0.097028,0.56497,1.3629,1.0,-1.1625092009364548,-0.9269032115607884,-0.5004702314598023,-0.9110733385435176,-0.4201554020002046,1.0080643326007659,-0.26138199662975076,-0.2365608369627784,-0.2331730124691472,-0.1976376609019857,-0.07303830605649572,1.2823596746246415
9,1.4821,1.4964,1.2608,1.385,-0.73992,-1.3518,1.0,1.573973794653362,1.2168812744915105,0.40897991979283127,0.83466606464606,-0.2706286975991515,0.9741761052020321,1.6675788913159852,1.0828942651062847,0.2350417948248902,0.8221578818762028,-0.20727424501483227,-1.3267870201069702
10,-0.8629100000000001,-0.8353299999999999,-0.37590999999999997,-0.64467,-0.37745,-1.6232,1.0,-0.31740885836855187,-0.26074581799856694,-0.527474470585523,-0.5395890592923132,-0.5359059351818958,1.8822074581976962,-0.6633266634008184,-0.4661539911667911,-0.22750454966032332,-0.30086712858213793,-0.12671840519017905,-2.269152436225809
11,1.4821,1.0568,1.053,0.52674,-0.8486600000000001,0.54847,1.0,1.573973794653362,0.14095712480482514,0.09809692498713454,-0.6659316591849747,-0.15748527008109728,-0.7425986910391195,1.6675788913159852,0.22816159260910424,0.04694540467836358,-0.14187043552853723,-0.2545396469290782,0.04785006969554765
12,-0.8629100000000001,-0.9882299999999999,-0.9214899999999999,-0.9978600000000001,-0.30495,0.8199299999999999,1.0,-0.31740885836855187,0.006534315058750102,-0.06979867828171545,-0.00902443089644141,-0.5683106300566798,-0.3248424552996011,-0.6633266634008184,-0.61667484398083,-0.39148682547814484,-0.5795125189941448,-0.12089059924352138,0.24932657325319993
13,0.30956999999999996,0.3592,-0.37590999999999997,0.2748,0.52872,-0.26592,1.0,-1.1625092009364548,-0.8059532204451146,-0.527474470585523,-0.8506197573586485,-0.4461230827868419,-1.0013793264188346,-0.26138199662975076,-0.21837007162946473,-0.22750454966032332,-0.19002015949381915,-0.08049787222107142,-0.04802455951346967
14,0.30956999999999996,0.29231,0.013784999999999999,0.54322,-0.014980000000000002,-1.3518,1.0,-1.1625092009364548,-0.8477286975082922,-0.6187194439573986,-0.649805114164027,-0.6290735934728794,0.9741761052020321,-0.26138199662975076,-0.22678516951807637,-0.21556112104466926,-0.13643666824428385,-0.1143888346801725,-1.3267870201069702
15,0.30956999999999996,0.5312100000000001,0.013784999999999999,0.56677,0.16625,-0.26592,1.0,-1.1625092009364548,-0.6591340179323701,-0.6187194439573986,-0.6258980326907696,-0.6111174193117885,-1.0013793264188346,-0.26138199662975076,-0.17759118246202127,-0.21556112104466926,-0.12807931798432126,-0.11333444932019361,-0.04802455951346967
16,-0.8629100000000001,-0.93089,-0.97345,-1.0744,0.8187,1.3629,1.0,-0.31740885836855187,-0.09895268852480292,-0.00613522200152293,0.13603610778172487,-0.19020442660191117,1.0080643326007659,-0.6633266634008184,-0.5542835944038063,-0.42295605639603956,-0.6742122608595644,0.011438164717876138,1.2823596746246415
17,1.4821,1.4964,1.3907,1.631,-0.92115,-0.80885,1.0,1.573973794653362,1.2168812744915105,0.6316830849681538,1.5132178979659847,-0.07345501997792411,-0.3451382573877783,1.6675788913159852,1.0828942651062847,0.3891610700560625,1.4680116750862762,-0.2936086436414702,-0.3142575604838745
18,-0.8629100000000001,-0.85444,-0.89551,-0.97431,-0.23246,0.8199299999999999,1.0,-0.31740885836855187,-0.22979105960971916,-0.10032114866629468,-0.05150123597496851,-0.5938267570465524,-0.3248424552996011,-0.6633266634008184,-0.48227034935472096,-0.3770225786413937,-0.5531325275294764,-0.11726838899657088,0.24932657325319993
