,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.30956999999999996,-0.36707,0.45545,-0.20083,-0.73992,-0.80885,1.0,-1.1625092009364548,-0.8004740857923468,-0.4847181505962757,-0.8827964529758044,-0.2706286975991515,-0.3451382573877783
1,0.30956999999999996,0.3592,-0.11610999999999999,-0.038361,0.16625,-0.80885,1.0,-1.1625092009364548,-0.8059532204451146,-0.6101253559934521,-0.9183376397774298,-0.6111174193117885,-0.3451382573877783
2,-0.8629100000000001,-0.9977799999999999,-0.89551,-1.2251,-0.5586800000000001,-0.26592,1.0,-0.31740885836855187,0.02471557343194145,-0.10032114866629468,0.45296603444167727,-0.4247846730848381,-1.0013793264188346
3,-0.8629100000000001,-0.69198,-0.42787,-0.56226,-0.15997,1.0914,1.0,-0.31740885836855187,-0.4706224221754766,-0.5004702314598023,-0.6305549508716412,-0.6124592605627424,0.2586853435654546
4,-0.8629100000000001,-0.92133,-0.63571,-1.251,-0.41368999999999995,0.8199299999999999,1.0,-0.31740885836855187,-0.1159268995746026,-0.35753973480980383,0.5116182643336376,-0.517126935970405,-0.3248424552996011
5,-0.8629100000000001,-0.92133,-0.9994299999999999,-1.3864,-0.41368999999999995,0.54847,1.0,-0.31740885836855187,-0.1159268995746026,0.027005763894089995,0.8382145566604764,-0.517126935970405,-0.7425986910391195
6,-0.8629100000000001,-0.5199699999999999,-0.42787,-0.10311,0.63746,0.8199299999999999,1.0,-0.31740885836855187,-0.6704601738688771,-0.5004702314598023,-0.9099600889243308,-0.36306424892074485,-0.3248424552996011
7,-0.8629100000000001,-0.77799,-0.24600999999999998,-0.8824799999999999,-0.5586800000000001,-1.3518,1.0,-0.31740885836855187,-0.3494241146248424,-0.5797103945854613,-0.20744354364885045,-0.4247846730848381,0.9741761052020321
8,0.30956999999999996,0.0534,-0.42787,0.097028,0.56497,1.3629,1.0,-1.1625092009364548,-0.9269032115607884,-0.5004702314598023,-0.9110733385435176,-0.4201554020002046,1.0080643326007659
9,1.4821,1.4964,1.2608,1.385,-0.73992,-1.3518,1.0,1.573973794653362,1.2168812744915105,0.40897991979283127,0.83466606464606,-0.2706286975991515,0.9741761052020321
10,-0.8629100000000001,-0.8353299999999999,-0.37590999999999997,-0.64467,-0.37745,-1.6232,1.0,-0.31740885836855187,-0.26074581799856694,-0.527474470585523,-0.5395890592923132,-0.5359059351818958,1.8822074581976962
11,1.4821,1.0568,1.053,0.52674,-0.8486600000000001,0.54847,1.0,1.573973794653362,0.14095712480482514,0.09809692498713454,-0.6659316591849747,-0.15748527008109728,-0.7425986910391195
12,-0.8629100000000001,-0.9882299999999999,-0.9214899999999999,-0.9978600000000001,-0.30495,0.8199299999999999,1.0,-0.31740885836855187,0.006534315058750102,-0.06979867828171545,-0.00902443089644141,-0.5683106300566798,-0.3248424552996011
13,0.30956999999999996,0.3592,-0.37590999999999997,0.2748,0.52872,-0.26592,1.0,-1.1625092009364548,-0.8059532204451146,-0.527474470585523,-0.8506197573586485,-0.4461230827868419,-1.0013793264188346
14,0.30956999999999996,0.29231,0.013784999999999999,0.54322,-0.014980000000000002,-1.3518,1.0,-1.1625092009364548,-0.8477286975082922,-0.6187194439573986,-0.649805114164027,-0.6290735934728794,0.9741761052020321
15,0.30956999999999996,0.5312100000000001,0.013784999999999999,0.56677,0.16625,-0.26592,1.0,-1.1625092009364548,-0.6591340179323701,-0.6187194439573986,-0.6258980326907696,-0.6111174193117885,-1.0013793264188346
16,-0.8629100000000001,-0.93089,-0.97345,-1.0744,0.8187,1.3629,1.0,-0.31740885836855187,-0.09895268852480292,-0.00613522200152293,0.13603610778172487,-0.19020442660191117,1.0080643326007659
17,1.4821,1.4964,1.3907,1.631,-0.92115,-0.80885,1.0,1.573973794653362,1.2168812744915105,0.6316830849681538,1.5132178979659847,-0.07345501997792411,-0.3451382573877783
18,-0.8629100000000001,-0.85444,-0.89551,-0.97431,-0.23246,0.8199299999999999,1.0,-0.31740885836855187,-0.22979105960971916,-0.10032114866629468,-0.05150123597496851,-0.5938267570465524,-0.3248424552996011
19,-0.8629100000000001,-0.57731,-0.22003000000000003,-0.32444,-0.73992,-0.26592,1.0,-0.31740885836855187,-0.6101467076488589,-0.5875390638744152,-0.8234147309335712,-0.2706286975991515,-1.0013793264188346
20,-0.8629100000000001,-0.9977799999999999,-1.4671,-0.75651,2.9573,1.0914,1.0,-0.31740885836855187,0.02471557343194145,0.7728558098509305,-0.39626877135156613,5.099025662212185,0.2586853435654546
21,-0.8629100000000001,-0.41485,-0.37590999999999997,-0.36212,0.16625,0.8199299999999999,1.0,-0.31740885836855187,-0.7646605167584424,-0.527474470585523,-0.7997552084423348,-0.6111174193117885,-0.3248424552996011
22,1.4821,1.9646,1.1829,1.75,-1.2836,-0.80885,1.0,1.573973794653362,2.7702413715382064,0.2858932693263778,1.8811847658172618,0.4499505826431801,-0.3451382573877783
23,-0.8629100000000001,-0.9977799999999999,-0.76561,-1.0238,-0.014980000000000002,-0.5373899999999999,1.0,-0.31740885836855187,0.02471557343194145,-0.23984092303402296,0.03893728078371369,-0.6290735934728794,-0.7561293088361629
24,-0.8629100000000001,-0.7684300000000001,-0.34993,-0.46571999999999997,-0.5586800000000001,-0.80885,1.0,-0.31740885836855187,-0.36359589737831166,-0.5396673323928664,-0.7213178884734148,-0.4247846730848381,-0.3451382573877783
25,0.30956999999999996,0.29231,-0.11610999999999999,0.3007,-0.051226,0.0055401,1.0,-1.1625092009364548,-0.8477286975082922,-0.6101253559934521,-0.8369876914877936,-0.6275018258170201,-1.0808702405935735
26,-0.8629100000000001,-0.72065,-0.32395,-0.6399600000000001,-0.19621,1.0914,1.0,-0.31740885836855187,-0.43179887131043576,-0.5509873556965319,-0.54512275852798,-0.6040047468999914,0.2586853435654546
27,-0.8629100000000001,-0.69198,-0.50581,-0.78595,1.0724,-0.80885,1.0,-0.31740885836855187,-0.4706224221754766,-0.4534175839936371,-0.35473816230898175,0.12403876250334653,-0.3451382573877783
28,0.30956999999999996,0.5312100000000001,-0.11610999999999999,0.42196000000000006,0.52872,-0.5373899999999999,1.0,-1.1625092009364548,-0.6591340179323701,-0.6101253559934521,-0.7568442173855131,-0.4461230827868419,-0.7561293088361629
29,-0.8629100000000001,-0.7015399999999999,0.14369,-0.44453000000000004,-0.99364,0.27699999999999997,1.0,-0.31740885836855187,-0.45785185357017244,-0.6054923910335913,-0.7389582803334429,0.017458853598931644,-0.9946141421277006
30,1.4821,1.0281,0.63731,0.22535,-1.2836,-0.26592,1.0,1.573973794653362,0.0835975052497517,-0.3562227498465946,-0.8732392652906786,0.4499505826431801,-1.0013793264188346
31,0.30956999999999996,-0.20462,0.27359,-0.3268,-0.9574,0.8199299999999999,1.0,-1.1625092009364548,-0.8895006160425266,-0.5704444646657397,-0.8220091053453833,-0.02885226532008007,-0.3248424552996011
32,0.30956999999999996,0.5312100000000001,-0.11610999999999999,0.41372,-0.014980000000000002,-1.3518,1.0,-1.1625092009364548,-0.6591340179323701,-0.6101253559934521,-0.7631419440029127,-0.6290735934728794,0.9741761052020321
33,1.4821,2.2418,2.4299,1.6051,-2.0086,-1.6232,1.0,1.573973794653362,3.887986873326309,3.198863059680842,1.4365632874278909,2.0132966621678556,1.8822074581976962
34,-0.8629100000000001,-0.92133,-0.94747,-0.9684299999999999,0.34749,0.54847,1.0,-0.31740885836855187,-0.1159268995746026,-0.03840336939345805,-0.061948644858408786,-0.5501316724721023,-0.7425986910391195
35,-0.8629100000000001,-0.41485,-0.53179,-0.40331999999999996,0.31124,1.3629,1.0,-0.31740885836855187,-0.7646605167584424,-0.43598769116422625,-0.7709132362638561,-0.5657720187901463,1.0080643326007659
36,1.4821,1.181,1.1829,0.49613,-1.6461,-0.80885,1.0,1.573973794653362,0.4073864356589069,0.2858932693263778,-0.6945668680221584,1.1455545874398876,-0.3451382573877783
37,-0.8629100000000001,-0.41485,-0.50581,-0.14432,0.7462,0.54847,1.0,-0.31740885836855187,-0.7646605167584424,-0.4534175839936371,-0.9006346012250183,-0.26451583781168475,-0.7425986910391195
38,-0.8629100000000001,-0.56775,-0.53179,-0.80361,-1.4286,1.6343,1.0,-0.31740885836855187,-0.6206403261740253,-0.43598769116422625,-0.32906471375094193,0.707535616170112,1.9228715834238266
39,1.4821,1.9646,1.9623,1.4627,-1.6098,0.27699999999999997,1.0,1.573973794653362,2.7702413715382064,1.870911549792734,1.0370294042486643,1.0681425327979752,-0.9946141421277006
40,0.30956999999999996,0.5312100000000001,0.013784999999999999,1.0824,1.0724,-0.26592,1.0,-1.1625092009364548,-0.6591340179323701,-0.6187194439573986,0.15181645103617705,0.12403876250334653,-1.0013793264188346
41,-0.8629100000000001,-0.92133,-1.0774,-1.0909,0.52872,0.27699999999999997,1.0,-0.31740885836855187,-0.1159268995746026,0.13170754986004826,0.16871133407799005,-0.4461230827868419,-0.9946141421277006
42,-0.8629100000000001,-0.93089,-1.1553,-1.3463,1.2537,-1.3518,1.0,-0.31740885836855187,-0.09895268852480292,0.24416634778796548,0.7379948993638554,0.400260019398989,0.9741761052020321
43,-0.8629100000000001,-0.8353299999999999,-0.76561,-0.90956,-0.37745,1.6343,1.0,-0.31740885836855187,-0.26074581799856694,-0.23984092303402296,-0.16306092290862226,-0.5359059351818958,1.9228715834238266
44,-0.8629100000000001,-0.7111,-0.19405,-0.57521,-0.19621,-0.5373899999999999,1.0,-0.31740885836855187,-0.44490606446445663,-0.5944948946596913,-0.61708312987588,-0.6040047468999914,-0.7561293088361629
45,1.4821,1.181,1.1829,0.53969,-1.6461,-1.6232,1.0,1.573973794653362,0.4073864356589069,0.2858932693263778,-0.6533012126109906,1.1455545874398876,1.8822074581976962
46,0.30956999999999996,-0.46263999999999994,0.40349,-0.056021,-0.63118,1.3629,1.0,-1.1625092009364548,-0.7244612304750404,-0.5135755757059407,-0.9168132484856227,-0.36828254787424247,1.0080643326007659
47,1.4821,1.5824,1.8324,0.99295,-1.6461,-0.80885,1.0,1.573973794653362,1.4706973151844742,1.552189429901806,-0.017964232680802918,1.1455545874398876,-0.3451382573877783
48,-0.8629100000000001,-0.93089,-0.76561,-0.9495899999999999,0.16625,-0.26592,1.0,-0.31740885836855187,-0.09895268852480292,-0.23984092303402296,-0.094997058200754,-0.6111174193117885,-1.0013793264188346
49,-0.8629100000000001,-0.8257700000000001,-0.76561,-0.8389200000000001,-0.12372000000000001,1.0914,1.0,-0.31740885836855187,-0.27596855718442037,-0.23984092303402296,-0.2760217707778729,-0.6191949638811974,0.2586853435654546
50,1.4821,1.4868,1.1829,2.0266,-0.37745,-0.5373899999999999,1.0,1.573973794653362,1.1894280893147338,0.2858932693263778,2.83655069352242,-0.5359059351818958,-0.7561293088361629
51,-0.8629100000000001,-0.57731,-0.24600999999999998,-0.5446,-0.26871,0.54847,1.0,-0.31740885836855187,-0.6101467076488589,-0.5797103945854613,-0.6484321705242193,-0.5819273864938006,-0.7425986910391195
52,1.4821,1.4868,1.3128,1.7947,-0.73992,-1.0803,1.0,1.573973794653362,1.1894280893147338,0.49551057625756834,2.0260965128622095,-0.2706286975991515,0.23157551064033247
53,0.30956999999999996,0.034288,-0.24600999999999998,-0.17022,-0.014980000000000002,-1.6232,1.0,-1.1625092009364548,-0.9285097289750738,-0.5797103945854613,-0.8931839843718148,-0.6290735934728794,1.8822074581976962
54,-0.8629100000000001,-0.92133,-0.55777,-0.8930799999999999,0.34749,-0.5373899999999999,1.0,-0.31740885836855187,-0.1159268995746026,-0.41768495983113746,-0.19023049477725384,-0.5501316724721023,-0.7561293088361629
55,1.4821,1.0281,0.9230799999999999,1.3697,-0.5586800000000001,-0.5373899999999999,1.0,1.573973794653362,0.0835975052497517,-0.06790233100506096,0.7961197977857511,-0.4247846730848381,-0.7561293088361629
56,1.4821,1.4868,1.4427,1.7405,-0.73992,-1.0803,1.0,1.573973794653362,1.1894280893147338,0.7269488457807067,1.8508578789227985,-0.2706286975991515,0.23157551064033247
57,-0.8629100000000001,-0.92133,-0.89551,-1.0096,-0.014980000000000002,1.0914,1.0,-0.31740885836855187,-0.1159268995746026,-0.10032114866629468,0.012529752870533935,-0.6290735934728794,0.2586853435654546
58,1.4821,1.4868,1.053,1.3002,-0.92115,-0.80885,1.0,1.573973794653362,1.1894280893147338,0.09809692498713454,0.626414115604579,-0.07345501997792411,-0.3451382573877783
59,-0.8629100000000001,-0.5199699999999999,-0.32395,-0.13255,0.31124,1.6343,1.0,-0.31740885836855187,-0.6704601738688771,-0.5509873556965319,-0.9036149627447376,-0.5657720187901463,1.9228715834238266
60,1.4821,1.8022,1.7025,0.68921,-2.0086,-1.6232,1.0,1.573973794653362,2.1838362931395023,1.2552882726028252,-0.4852535731002993,2.0132966621678556,1.8822074581976962
